"lambda"	"maxfitness"	"alpha"	"Q"	"theta"
"42"	0.0519818036790382	0.386273369284607	0.5	2	0.931418322797484
"43"	0.220314410934319	0.617968718311148	0.5	2	2.99026981040884
"44"	0.213718853137436	1.61166616792545	0.5	2	2.56292266970795
"45"	0.244898770368638	1.0949116868727	0.5	2	2.57879118495816
"46"	0.0156375326011266	0.52139510763336	0.5	2	1.23648139497322
"47"	0.445019281495342	2.86852418289707	0.5	2	2.05299034070534
"48"	0.0451369551941752	1.26160602349179	0.5	2	2.21247104415107
"49"	0.297027718631511	0.157291006941673	0.5	2	0.812010354142012
"50"	0.0959782141260803	1.36807159096256	0.5	2	0.47877897428891
"51"	0.101797131864938	0.389113728157032	0.5	2	1.3968436638254
"52"	0.0241369996219873	0.196546462986809	0.5	2	1.53408165023553
"53"	0.33625491560574	3.42650654327216	0.5	2	2.99425221940073
"54"	0.351696049032693	0.542205528739972	0.5	2	1.83851727977291
"55"	0.0847935250028968	1.66692278865548	0.5	2	1.07567095385287
"56"	0.296679240075832	1.46309270576361	0.5	2	1.96052216281743
"57"	0.469725899211109	1.05671983943826	0.5	2	3.05636509364554
"58"	0.0427053800574433	0.371275647975025	0.5	2	0.582571895074961
"59"	0.687387941744099	1.44469088539439	0.5	2	1.56928160093477
"60"	0.350453489008279	3.95301442570613	0.5	2	0.132510609793069
"61"	0.118945017736405	0.393522478748948	0.5	2	1.87646939192214
"62"	0.143114555704761	1.4155420395571	0.5	2	2.91855789239389
"63"	0.00339160496369004	4.22531654771964	0.5	2	1.16592355840183
"64"	0.370059556124692	1.21224750031151	0.5	2	1.88390649805032
"65"	0.026608860027045	0.302471203135382	0.5	2	1.84942361054536
"66"	0.00813828371465206	2.64318587969093	0.5	2	2.67679885210232
"67"	0.367129035571961	0.109006412950352	0.5	2	1.59853121353854
"68"	0.207095429106596	1.93915983231035	0.5	2	1.93355322706444
"69"	0.135985148046166	1.58866105084079	0.5	2	2.32770422496701
"70"	0.397223075089936	2.43663651173484	0.5	2	2.17426178684499
"71"	0.23418119213635	1.19285628529565	0.5	2	2.78297337645744
"72"	0.0720713025890291	10.619830364485	0.5	2	1.05707118517785
"73"	0.100883533781864	6.74602430553666	0.5	2	2.63354357779795
"74"	0.0875032655894756	0.406176412918248	0.5	2	0.979309751999171
"75"	0.252687941296938	3.82564188240212	0.5	2	0.345265495385175
"76"	0.0795464626325352	0.342729964226237	0.5	2	1.09109859972196
"77"	0.0244365567708101	4.54773230524939	0.5	2	2.45232162076461
"78"	0.0217869452024102	0.708963858825591	0.5	2	0.932381515375464
"79"	0.144277971388731	0.103686134533979	0.5	2	1.6088250973144
"80"	0.0168220044654029	0.112368383960758	0.5	2	0.875119036723382
"81"	0.0628540691919625	3.57076284807682	0.5	2	2.27840052610434
"82"	0.0425350127741694	5.38569288835101	0.5	2	1.80199692262202
"83"	0.000865825638175011	3.09008977108093	0.5	2	0.885255844059239
"84"	0.380056180415635	0.485497753949557	0.5	2	0.883119930266999
"85"	0.329275328232485	1.96724416216038	0.5	2	1.55810718749845
"86"	0.233423435865882	1.36344161377205	0.5	2	1.78614695278429
"87"	0.0458605141378939	1.35431602931802	0.5	2	1.91074673651113
"88"	0.0521188983693719	3.12899375370815	0.5	2	1.95366855473143
"89"	0.29181706382144	0.0293530916899926	0.5	2	3.11204869674826
"90"	0.139809025815668	0.977167555678541	0.5	2	0.0323336735930038
"91"	0.14819864074752	1.11377572569085	0.5	2	1.21719639620133
"92"	0.0508049662717915	0.45451177668334	0.5	2	0.862874343642766
"93"	0.0483671868394622	0.197142527581965	0.5	2	3.03277266937209
"94"	0.262309207790438	2.14230587616249	0.5	2	2.04436046845938
"95"	0.770171089055848	1.31659117963455	0.5	2	2.73901278619097
"96"	0.0897767750546336	2.02957633593458	0.5	2	2.43218357032255
"97"	0.175588011733236	0.57807875889087	0.5	2	2.46577913583841
"98"	0.148952709219345	0.533564546271845	0.5	2	1.5838354443722
"99"	0.123946573467348	4.54117544814128	0.5	2	2.12000118902758
"100"	0.0213115307971204	1.95547520003625	0.5	2	1.20383604522051
"101"	0.157383317644558	5.07765689942814	0.5	2	2.92245936105429
"102"	0.039178068053629	2.59449674527715	0.5	2	2.72558399917095
"103"	0.0139268134720624	0.724110273637284	0.5	2	0.0471729528285474
"104"	0.309520076762551	1.51796768099773	0.5	2	1.46257678486802
"105"	0.0578327213338935	0.791531151190358	0.5	2	1.07026690886699
"106"	0.131958009209484	7.61744099001326	0.5	2	2.78200935074761
"107"	0.218914763062241	2.82133389517166	0.5	2	2.6425487858153
"108"	0.222388020459377	0.695769256430627	0.5	2	1.1750581022751
"109"	0.11497261421755	2.42399538499014	0.5	2	0.54473864940842
"110"	0.168028497873786	2.62017660072884	0.5	2	1.07068664127624
"111"	0.0858420941978693	2.15678528726563	0.5	2	0.219044390272364
"112"	0.0469449186229676	2.04802627944703	0.5	2	2.50952615542595
"113"	0.0662163924118387	0.304252717059685	0.5	2	1.74109722659094
"114"	0.0751850167289376	3.21050241570507	0.5	2	2.46343146831149
"115"	0.180941373183097	0.831818763032834	0.5	2	0.792351228700527
"116"	0.235393851242008	0.310267461761713	0.5	2	1.2402546008281
"117"	0.00534691915920339	2.72331266485496	0.5	2	2.30198082351838
"118"	0.0128575068910674	2.77710847868009	0.5	2	2.8135608115526
"119"	0.121102588810027	1.19332519789777	0.5	2	0.407283346517608
"120"	0.21170140634382	1.55674042195585	0.5	2	0.695049824757923
"121"	0.287498619763141	3.20149613516157	0.5	2	1.21146752781096
"122"	0.271856668583098	4.59136120393952	0.5	2	0.74233399300761
"123"	0.0219826952554286	2.04058783916663	0.5	2	0.923282473598137
"124"	0.0278417025692761	1.28396546732226	0.5	2	0.966952024358783
"125"	0.0499128149874665	4.76072976840138	0.5	2	1.25622775714561
"126"	0.17490915457119	0.742595459951816	0.5	2	0.664947755160183
"127"	0.421031018906442	0.017079980658457	0.5	2	1.31083053954781
"128"	0.0948164032674007	0.812036823627443	0.5	2	2.99787483393145
"129"	0.0244009805843234	0.672313299310163	0.5	2	0.492077212693917
"130"	0.332847974805122	0.964279843732354	0.5	2	1.80468107593635
"131"	0.221364715686979	2.75663855468208	0.5	2	0.483040886214649
"132"	0.145623820080402	0.850506157012179	0.5	2	0.542373743586315
"133"	0.40153854934681	2.50366501073037	0.5	2	0.487517637900754
"134"	0.0491765979269399	0.0436020665473211	0.5	2	3.01768809315322
"135"	0.474138287057109	2.19222222846328	0.5	2	1.21082301218716
"136"	0.0896254696204361	0.275412847266084	0.5	2	2.97631278707708
"137"	0.573224273290405	2.98721123167466	0.5	2	0.573104381537878
"138"	0.772067954012003	2.58655778264713	0.5	2	0.977430709066633
"139"	0.321778873337393	2.96270971203472	0.5	2	1.50768659603272
"140"	0.0895781246013939	5.86283989459457	0.5	2	2.81048222772865
"141"	0.0799197906628251	2.71652765804771	0.5	2	0.688158878613785
"142"	0.0890909714624286	0.435291773888634	0.5	2	1.92905944993772
"143"	0.020481757633388	4.80814659994388	0.5	2	0.313914250279975
"144"	0.195508290351993	0.322233735216246	0.5	2	0.889025011528764
"145"	0.292717125065117	2.59674891947192	0.5	2	3.0043614756004
"146"	0.294957431761508	0.514829639503496	0.5	2	1.40060876877142
"147"	0.00794863787895115	0.323417609672252	0.5	2	1.40139711045473
"148"	0.258394167750123	3.96951266535391	0.5	2	2.45297090769573
"149"	0.175876537670001	0.727208427089365	0.5	2	1.7893054916644
"150"	0.0987253330647945	0.615393725454805	0.5	2	1.85204996396638
"151"	0.166322960882428	7.42650766360587	0.5	2	0.792199905185867
"152"	0.0691264843155475	0.489263830444991	0.5	2	1.29144981546286
"153"	0.251958254157546	0.16041378803148	0.5	2	0.579375110396048
"154"	0.240268537207487	1.65193347684555	0.5	2	2.79540345344289
"155"	1.31241756770013	1.30449721337836	0.5	2	1.03655471513309
"156"	0.179304490043762	5.39683955491538	0.5	2	1.99888854557127
"157"	0.419264508386083	0.307373610874661	0.5	2	0.480950080038465
"158"	0.0603097542189062	1.76260545038214	0.5	2	1.8740877130128
"159"	0.279595294562541	6.75523458216367	0.5	2	2.77948096090431
"160"	0.209981586775723	0.005105167826765	0.5	2	2.03926085745726
"161"	0.141125839813224	1.2931870603242	0.5	2	0.607125410444575
"162"	0.0695276049897075	4.5861891534428	0.5	2	3.02230238620277
"163"	0.0910445164889097	1.56857080985641	0.5	2	2.28325593731171
"164"	0.154964412926676	1.8313079985618	0.5	2	3.13902937607614
"165"	0.662989126112232	0.33751201758911	0.5	2	2.61794674033278
"166"	0.0285247640644639	2.79880429274407	0.5	2	1.9874752932035
"167"	0.12267893915996	1.64631290957141	0.5	2	2.71978694709474
"168"	0.00991092731283312	2.07490426431503	0.5	2	2.58276042329859
"169"	0.0670763504682718	2.22677286934124	0.5	2	2.34594391830059
"170"	0.363460631651764	0.0981344840842704	0.5	2	1.47655772837329
"171"	0.0705738592892885	0.390487537448664	0.5	2	2.03317095917141
"172"	0.284028311429505	2.64220048567636	0.5	2	1.33372247622029
"173"	0.0290966740809381	6.18063891145251	0.5	2	1.67018179066696
"174"	0.10978792803362	2.57213119159814	0.5	2	1.69850320076737
"175"	0.0954155473969877	0.841412403533724	0.5	2	1.88219699854567
"176"	0.306860387870967	0.309399169524566	0.5	2	1.77316168887879
"177"	0.164016388162019	3.7880822730118	0.5	2	0.90178739547614
"178"	0.00582033693790436	0.602802606438597	0.5	2	1.67094561530618
"179"	0.0337208977900446	0.368347357340252	0.5	2	2.74253233887447
"180"	0.0920911624096334	0.456195365224766	0.5	2	1.99269833645565
"181"	0.158936516598991	0.263933649469279	0.5	2	0.370109368540784
"182"	0.102456298284233	3.60849542272564	0.5	2	1.83663195799598
"183"	0.422013598282762	0.0799133124655321	0.5	2	1.75246757596021
"184"	0.187681199718076	1.00552046915874	0.5	2	2.03751130764434
"185"	0.275745720780435	5.00938617398369	0.5	2	1.07005646224962
"186"	0.222760689063909	5.18672106823588	0.5	2	2.67382963895982
"187"	0.0150030724704266	0.609160734474782	0.5	2	2.03615207534686
"188"	0.0348018204892523	7.85242425428639	0.5	2	0.454567989484212
"189"	0.0890379248186946	0.0510353540586681	0.5	2	2.32551356878025
"190"	0.161358977100792	0.596643220455545	0.5	2	2.38129280503219
"191"	0.0512928088195622	1.96235903666686	0.5	2	0.637696626166991
"192"	0.0453705733641982	1.7476270470695	0.5	2	2.14575830781211
"193"	0.173666061080041	2.31030099087765	0.5	2	1.56982111049322
"194"	0.456942933400102	0.386275087619175	0.5	2	1.92425524817772
"195"	0.167131267497684	6.20278787594125	0.5	2	2.04618229666584
"196"	0.501975872714944	0.778421975441128	0.5	2	1.5110758912219
"197"	0.195762231556404	2.15811815562862	0.5	2	0.974213613233107
"198"	0.0269017308950424	1.32524830677428	0.5	2	1.97781488733453
"199"	0.257642462282422	2.86335957707811	0.5	2	2.83171028599677
"200"	0.229045058033409	5.13746300313017	0.5	2	2.93172146626387
"201"	0.112651019357145	0.385491521504778	0.5	2	1.89580508738862
"202"	0.0657823070883751	0.367826035962483	0.5	2	0.144739916632786
"203"	0.0488004094822743	3.28963387124432	0.5	2	2.88936515073045
"204"	0.591625127162705	0.28554026562963	0.5	2	1.09285084276706
"205"	0.272823879300597	3.48716926791906	0.5	2	2.9365081525057
"206"	0.362555332092528	2.09223329685066	0.5	2	1.89741001824043
"207"	0.0657930735498667	0.635032283005339	0.5	2	2.33280772952561
"208"	0.00905919009297388	2.83987969689189	0.5	2	0.877404276415645
"209"	0.564446572330234	0.103076641240741	0.5	2	3.08247767226497
"210"	0.0433924502693117	0.0454503579886659	0.5	2	1.42524867457382
"211"	0.0437357320450246	0.176662457270185	0.5	2	2.52927373986639
"212"	0.214361837497892	2.29090173990914	0.5	2	0.00765126124288506
"213"	0.160634260548023	0.775073338081068	0.5	2	3.03033188637796
"214"	0.016321259457618	0.907106381782588	0.5	2	1.01246220767488
"215"	0.0385702883824706	1.53329221694026	0.5	2	1.48852505730629
"216"	0.372940945608502	1.53533130351843	0.5	2	0.284886477499581
"217"	0.0531748298031665	1.66737373978911	0.5	2	1.54481760591118
"218"	0.376747977716808	1.63943216293671	0.5	2	0.362815826609773
"219"	0.571953103433733	1.10242746818801	0.5	2	2.83405713575249
"220"	0.297155765054708	0.97964721073865	0.5	2	1.86226225787513
"221"	0.0644155799411237	3.50587994205617	0.5	2	2.41939168078043
"222"	0.165902133836391	2.50788713728473	0.5	2	0.979176910260065
"223"	0.0397199796512723	3.29442349923073	0.5	2	2.38479495411075
"224"	0.00685284938663244	0.357066770294321	0.5	2	2.86036976329904
"225"	0.00102768591022978	0.325942349003568	0.5	2	1.14397056497725
"226"	0.213511946430719	2.09292678846119	0.5	2	1.1582106797809
"227"	0.0865988020935811	0.711118205878906	0.5	2	2.11670484472732
"228"	0.0343849008890963	2.2096534292908	0.5	2	1.42125217402353
"229"	0.0632585076615214	4.76247229234968	0.5	2	1.68590036339718
"230"	0.219826715416769	7.37187004953357	0.5	2	1.26916268789168
"231"	0.0942395047284663	0.351439141113957	0.5	2	0.59513915062017
"232"	0.111392248421907	2.31183371999492	0.5	2	2.82351135211255
"233"	0.0217459918185297	1.50952432202515	0.5	2	0.320317764554905
"234"	0.148990267320516	1.40307505159485	0.5	2	2.20446554387842
"235"	0.0882239211350679	4.65741658949223	0.5	2	0.786686938634396
"236"	0.0904679145304264	0.00993272128784366	0.5	2	2.16684363720928
"237"	0.0751059063710272	2.10873472492813	0.5	2	2.40942912088553
"238"	0.0664653394648901	0.536527889621069	0.5	2	2.1618742690723
"239"	0.12112722247839	1.97916621675184	0.5	2	3.04126543181544
"240"	0.281420412271906	2.06800680133918	0.5	2	1.63603307827031
"241"	0.281850855035667	1.26032042536133	0.5	2	2.16175554814995
"242"	0.289166011644487	1.51105998909401	0.5	2	0.838479956455766
"243"	0.138843815079014	1.10608257665031	0.5	2	0.284036247798387
"244"	0.101757844910026	2.3663660022012	0.5	2	0.785972880273856
"245"	0.166273387513104	4.73884131819778	0.5	2	0.702533172995129
"246"	0.068403226044029	1.4912802260587	0.5	2	2.79763913166501
"247"	0.143223683341386	2.90795710075954	0.5	2	1.61745500686478
"248"	0.147403160103966	0.792637020133425	0.5	2	1.4072769461392
"249"	0.0896684652194381	3.92142446687885	0.5	2	2.38993261341774
"250"	0.152557215831223	0.475424460713691	0.5	2	2.21334065020222
"251"	0.334926281480079	0.0257811897808286	0.5	2	0.998605659019721
"252"	0.556993333961735	1.10570020765189	0.5	2	2.49718173960862
"253"	0.347751253081446	0.527949637157088	0.5	2	1.14234596080311
"254"	0.146038398510757	0.820522477571285	0.5	2	0.246565510306052
"255"	0.20003389789814	4.6894101814276	0.5	2	0.0253470160335298
"256"	0.172947667548024	0.959428937390293	0.5	2	0.138598324673686
"257"	0.249594881377163	1.82421098411174	0.5	2	3.01661738999414
"258"	0.329035072585027	3.25411850774504	0.5	2	2.9063450821499
"259"	0.165652143946829	0.943243357107149	0.5	2	3.11694755881696
"260"	0.4895698063491	0.00354791711276842	0.5	2	2.58022444968796
"261"	0.280777545629029	0.992542400418231	0.5	2	0.579517887543289
"262"	0.197398679881337	0.975323303443312	0.5	2	0.0843771671276929
"263"	0.479509697456784	0.324484108039422	0.5	2	1.65747459603559
"264"	0.131389837745912	2.75683631207031	0.5	2	0.285204041173097
"265"	0.00556315012631041	0.0537024040009413	0.5	2	1.71681736467724
"266"	0.572113154794941	0.0573465984356312	0.5	2	0.495802235878942
"267"	0.182116259998622	0.845296526118188	0.5	2	2.22104114375869
"268"	0.000788136035607944	1.11960928379318	0.5	2	1.94582534327591
"269"	0.257389134045488	0.175223858097422	0.5	2	0.27997530278087
"270"	0.0541309927406516	8.19710969145978	0.5	2	0.154346084082504
"271"	0.547824220706649	0.0238695709860457	0.5	2	1.88865634582055
"272"	0.0378522015176714	0.258148256549065	0.5	2	1.46112412257595
"273"	0.172832856486077	0.74447398815184	0.5	2	0.668988011590223
"274"	0.626899953660419	1.57895418441088	0.5	2	0.837964935414501
"275"	0.288820007799153	1.66924588250742	0.5	2	2.09633928931162
"276"	0.0849394293862394	1.39821113056218	0.5	2	1.04319536038262
"277"	0.041498174503218	2.04197465466942	0.5	2	2.65317869529084
"278"	0.228448793656173	3.08697320954036	0.5	2	2.55512967584133
"279"	0.109413446579129	1.46261286151251	0.5	2	2.09641832126648
"280"	0.013317814962458	2.66396006179971	0.5	2	3.00669043971967
"281"	0.0889703368082712	2.00964997028557	0.5	2	1.29645705123433
"282"	0.590608609961273	0.247913961419747	0.5	2	2.50852469656831
"283"	0.154160396560075	1.95698620528654	0.5	2	0.981844870534176
"284"	0.212784281364622	5.20480172930984	0.5	2	2.51223753657157
"285"	0.223757879427614	2.59909770554209	0.5	2	1.31600772104963
"286"	0.254157873793485	0.421227784121719	0.5	2	1.71048593203337
"287"	0.203623071597934	0.199430313804951	0.5	2	1.88817997141764
"288"	0.413551088778262	3.70214561811624	0.5	2	0.622884568179607
"289"	0.0990131485275924	0.320788847254413	0.5	2	1.9831157058949
"290"	0.69145848896719	0.452492806430412	0.5	2	0.943588638928573
"291"	0.716803843858552	1.48993108940579	0.5	2	0.330242460472612
"292"	0.027565813716501	0.508108033374947	0.5	2	0.644077686843781
"293"	0.00909689320251346	2.75852126458858	0.5	2	2.70946928431696
"294"	0.126772242877632	2.02846631280261	0.5	2	2.62366912068147
"295"	0.109457108937204	0.413744752841075	0.5	2	1.80867397331941
"296"	0.0661126573290512	1.63022293867947	0.5	2	2.00318703556921
"297"	0.255348266652765	1.85859858771042	0.5	2	3.09641243656669
"298"	0.324608474208002	1.92660435810165	0.5	2	2.16574888952865
"299"	0.142237034472255	1.45855664913388	0.5	2	2.44588173322601
"300"	0.0138326145708561	0.537461594395942	0.5	2	1.54361606374784
"301"	0.826545185926271	0.482343832200525	0.5	2	2.21727528540986
"302"	9.50492611463963e-05	1.88081271448582	0.5	2	3.04938640313793
"303"	0.349484648911243	1.4289494300111	0.5	2	2.63410764828804
"304"	0.0931342653930187	0.0847396619874034	0.5	2	2.21928727321723
"305"	0.0722423138096929	2.23799488896956	0.5	2	2.71367841927861
"306"	0.0261038292199373	1.92015561221673	0.5	2	1.01034501630822
"307"	0.146537619261982	4.0957435549981	0.5	2	2.53275475343601
"308"	0.336613134891952	0.717559317310844	0.5	2	1.71425133029446
"309"	0.198491597876087	3.59838647161001	0.5	2	0.921923315178019
"310"	0.181135161212626	0.560732938382195	0.5	2	0.667824841768103
"311"	0.0274529907852411	2.71015814457464	0.5	2	1.45760012554733
"312"	0.046442733233395	2.98485779587967	0.5	2	2.92034663451361
"313"	0.125871197335544	1.73855588049775	0.5	2	1.50409170087377
"314"	0.121946711651981	4.06054080725509	0.5	2	0.357718118864069
"315"	0.138106901757419	4.38168675676674	0.5	2	2.29120868695279
"316"	0.0254069108872861	1.15187025415727	0.5	2	0.542868008014412
"317"	0.0652573233470321	3.4799914079899	0.5	2	0.121515399432709
"318"	0.18533340859318	3.75703687940882	0.5	2	0.123289259286806
"319"	0.114794160518795	1.76057037331195	0.5	2	2.0324375566451
"320"	0.107295713946223	1.91426886485362	0.5	2	1.83491288734978
"321"	0.349711007608061	3.45188609471771	0.5	2	2.37370610455852
"322"	0.0726011654362082	1.41218535972175	0.5	2	2.90683121055909
"323"	0.141496756070895	3.21361670123943	0.5	2	2.37978562417205
"324"	0.144055702103464	0.287074862677531	0.5	2	2.13610663702699
"325"	0.298580170405989	0.223748517069253	0.5	2	2.69389933967484
"326"	0.0519986797124147	4.13456753293897	0.5	2	1.06574756944122
"327"	0.0694873739574846	0.518494924879972	0.5	2	1.33952535802503
"328"	0.679727932777176	1.00799055557194	0.5	2	2.85114759648449
"329"	0.990131780542484	1.70333388170939	0.5	2	2.15325629473907
"330"	0.0458988766185939	1.02841653712369	0.5	2	1.46991757612716
"331"	0.320976910723333	0.0240573940513223	0.5	2	2.68941607288307
"332"	0.0364492849180496	3.63928621358895	0.5	2	2.23035639678208
"333"	0.115404992457479	4.14460353339749	0.5	2	3.1206401717834
"334"	0.235433649822118	0.84396202438991	0.5	2	2.59334106315614
"335"	0.168481444000247	0.94403969336009	0.5	2	0.594807502702846
"336"	0.139474783829393	0.486554871017389	0.5	2	2.9313377728415
"337"	0.0566433449275792	6.14581675294287	0.5	2	2.58013366318634
"338"	0.030520498306202	1.49658381027826	0.5	2	2.76342101404592
"339"	0.168225372760537	5.41194436618237	0.5	2	0.144603366396349
"340"	0.0724369054660201	0.987230261874156	0.5	2	2.80426453989128
"341"	0.145253354861381	0.0534656655274287	0.5	2	0.554024013552536
"342"	0.757683042767358	1.20913350348184	0.5	2	2.03867798773839
"343"	0.181671995317097	2.77348969475341	0.5	2	1.21853862207614
"344"	0.31862610233601	0.587137931874205	0.5	2	1.96718457043631
"345"	0.448352581981953	0.145953956555703	0.5	2	1.68160285428582
"346"	0.128757138457149	1.34316172661061	0.5	2	1.31418080335117
"347"	0.362128360925202	1.42487886769081	0.5	2	0.525679928953356
"348"	0.169776252680923	1.08724503065287	0.5	2	2.19343797523306
"349"	0.245432730569484	6.92112761766047	0.5	2	0.225606808903441
"350"	0.675789762999783	0.521865149541575	0.5	2	0.512541736712057
"351"	0.150680357782761	0.641586260582628	0.5	2	0.309976127475639
"352"	0.0797731904312968	3.2823814330154	0.5	2	0.606478014335071
"353"	0.0793517495505512	0.447870697687892	0.5	2	2.19960290951304
"354"	0.0932951549068093	4.06666045855931	0.5	2	2.48792480800883
"355"	0.175303589790342	2.05625628153556	0.5	2	1.72681441798607
"356"	0.0108920938652869	1.01422630634832	0.5	2	1.27896530768443
"357"	0.492133379961086	2.62716066995003	0.5	2	0.226013557183282
"358"	0.26871465499604	2.174829714205	0.5	2	2.95186757738455
"359"	0.0782522997063999	2.05343150425379	0.5	2	0.694192635223967
"360"	0.00872413491291757	0.396866595807042	0.5	2	2.52957155926605
"361"	0.462177300055451	2.76203678081484	0.5	2	1.32957185944472
"362"	0.0696490571834147	0.562327546147104	0.5	2	1.83895218044827
"363"	0.635578545894394	0.388173754910713	0.5	2	2.10063791097218
"364"	0.278787177784329	0.482148139424026	0.5	2	1.39521391968858
"365"	0.558715232044066	4.98466280392225	0.5	2	0.864593679077131
"366"	0.183034964456203	0.194430382948518	0.5	2	2.49140884835596
"367"	0.180733173332157	0.22757520825465	0.5	2	1.0758009860578
"368"	0.245939269467237	8.43445951064559	0.5	2	2.85109588964498
"369"	0.078728361427784	0.372522392232323	0.5	2	2.19996805386562
"370"	0.141835485390368	4.34523066744256	0.5	2	1.36397275258572
"371"	0.469491019447274	0.605050183190127	0.5	2	2.85894395871998
"372"	0.0627875134348869	1.11997538245934	0.5	2	1.08938676686296
"373"	0.175831407672706	1.89574091401159	0.5	2	2.95418072735938
"374"	0.150703223786297	0.506661423011948	0.5	2	1.80871274576872
"375"	0.00804281594670951	2.95190598299866	0.5	2	1.32400523525248
"376"	0.353160094825511	1.28290317935013	0.5	2	1.62733879300986
"377"	0.0805606572888792	3.28408434845601	0.5	2	1.08821740743445
"378"	0.0122424516214809	5.8588586034176	0.5	2	1.26481963155738
"379"	0.395536103510945	0.347060507635757	0.5	2	2.25823487478688
"380"	0.0128250009380281	1.25418078756792	0.5	2	2.40595855986559
"381"	0.120908241998404	7.55789951450749	0.5	2	1.49933957460863
"382"	0.0823813762515783	0.390842999459825	0.5	2	0.682887998671907
"383"	0.195112886457684	0.517934285111115	0.5	2	1.37727070060149
"384"	0.292015696672683	1.87566095406148	0.5	2	2.42869607968313
"385"	0.151119482322576	1.67677138241688	0.5	2	0.616949092600368
"386"	0.304274754129241	2.91145896898522	0.5	2	2.63543494874115
"387"	0.497144326169915	1.85718424660831	0.5	2	1.61814704611385
"388"	0.445870837171502	0.71146674519941	0.5	2	2.28119628982769
"389"	0.423500734169908	0.797394549559329	0.5	2	1.83692440556045
"390"	0.278217740860701	1.56991711966152	0.5	2	0.893576414461537
"391"	0.00139606966801407	5.34489012854282	0.5	2	0.607211302022304
"392"	0.0429006786917867	0.595627493157296	0.5	2	2.34686888848646
"393"	0.061231486043634	5.15415165941438	0.5	2	1.79031487076052
"394"	0.0156348494812846	0.793666525143332	0.5	2	0.663380082637473
"395"	0.07166678160429	0.54210517695545	0.5	2	3.08282339638005
"396"	0.23489440306181	2.66243195968772	0.5	2	2.40734049006854
"397"	0.129439117480069	0.352502388055311	0.5	2	2.59001949595381
"398"	0.19189819767231	0.00701276579875324	0.5	2	2.36380160349343
"399"	0.0506394090584063	0.0730886246347279	0.5	2	2.56395459529751
"400"	0.0379793506115675	5.3993012185605	0.5	2	1.77012936033013
"401"	0.182191443434897	3.5454028869509	0.5	2	2.04504025211224
"402"	0.0957275023220254	2.93866681883524	0.5	2	1.62336526173633
"403"	0.196047185709036	3.23807729186403	0.5	2	1.24310011327512
"404"	0.810669047715974	0.775627803774075	0.5	2	2.14159915564101
"405"	0.460452339400478	1.64498389738649	0.5	2	1.19281732942391
