"n"	"lambda"	"maxfitness"	"alpha"	"Q"	"m"
"106"	1	0.11121343486011	1.47052477772795	9.54546547085047	2.48509228636976	1
"107"	1	0.102970425691456	1.21419231836813	2.36444518982898	1.37772180279717	1
"108"	5	0.733035261514497	1.3332111984259	4.01148248643149	4.62957563530654	5
"109"	4	0.113707354106009	2.63639657848613	2.76741699385457	1.69346172607038	4
"110"	2	0.165848969100955	0.993636040555655	3.66834621247835	5.33187718922272	2
"111"	3	0.238279020339069	2.73328970352591	0.956282377289608	2.22804128029384	3
"112"	5	0.302130662957847	1.22711267065485	2.34825184743386	1.53732698026579	5
"113"	9	0.57151789664806	0.470368922707914	7.59616420592647	0.589201763970777	9
"114"	1	0.310654133251938	0.76147367385046	7.26178366697859	4.26179235905875	1
"115"	1	0.0745301939479049	0.711905158961776	3.48448711116798	4.13964745972771	1
"116"	2	0.061845587038369	0.773786846445413	6.66801347034052	1.60156842984725	2
"117"	5	0.118351935874671	3.65070461411828	2.48061156335752	5.86628317902796	5
"118"	2	0.184390679116455	2.59261675666985	6.83963134856895	1.63640774658415	2
"119"	13	0.0605372718535364	1.42262234252643	2.18622979302891	3.16550303588156	13
"120"	6	0.160149433641675	4.22420578007849	5.57121874005534	0.703991014859639	6
"121"	1	0.215714095524492	0.0521413320066684	5.01251339337323	2.74398931011092	1
"122"	7	0.000183382028286299	0.121537916342632	7.35723544086795	3.37201640452258	7
"123"	1	0.778658787491632	1.06753927296507	0.528199567971751	2.29197024425957	1
"124"	2	0.0982995666563511	0.836618541193893	3.83443342223763	1.07253707456402	2
"125"	3	0.550076862026878	4.14586736069175	0.812985641253181	5.20847384317312	3
"126"	2	0.222042739755454	3.66079109079474	3.42848755719606	5.7957231750479	2
"127"	1	0.263187414585593	3.31491898906153	3.72126149535179	3.87980114412494	1
"128"	1	0.134441943187267	0.0584600913774711	9.80676585691981	5.62395840638783	1
"129"	5	0.0545185796916485	0.347650593951188	0.530125237512402	0.716414964059368	5
"130"	9	0.0581319351576935	3.14491887485036	9.08161108449567	1.08559551602229	9
"131"	11	0.0217455754428968	1.17848515676245	1.90942705294583	1.62942210049368	11
"132"	4	0.151636989094418	0.267467102068084	3.95771862533875	1.29134785174392	4
"133"	14	0.0830679189413786	1.41806299952337	4.63337984371465	5.77676003717352	14
"134"	7	0.0924057097174227	0.587863537930687	8.06650493496563	2.19411314697936	7
"135"	8	0.0677935597486794	2.81443407785708	0.274094916274771	1.13577300508041	8
"136"	1	0.051073379907757	1.18122737035191	3.61378173609264	1.75389065034688	1
"137"	6	0.215153703457656	1.98157439636472	5.41755133506376	2.11968733579852	6
"138"	1	0.026990248659328	0.239333968547405	8.79368751251604	1.72499766771216	1
"139"	9	0.0458896421827376	3.0488183946351	5.85311916379724	3.58474877104163	9
"140"	6	0.340413617698436	4.04711795367679	3.81089667414781	4.65084530506283	6
"141"	1	0.30269243395988	3.77978474191035	4.0494819146581	1.31789934041444	1
"142"	4	0.314556726796513	3.003461064732	9.80795089018065	0.860446412465535	4
"143"	3	0.0837651963345706	4.93288915310078	8.69441050163005	2.56992636015639	3
"144"	2	0.262636548272314	1.7300476707752	4.93443510157522	1.33012009283993	2
"145"	2	0.159686247727809	0.28099332884418	0.84824484155979	1.32623511808924	2
"146"	2	0.0111553278751671	0.741741506658472	3.41253805169836	5.35166706983	2
"147"	3	0.155294683939757	0.360214311026898	4.96535512995906	5.77242617320735	3
"148"	5	0.10204549189657	2.15643032751517	6.41324487049133	3.96483941480983	5
"149"	3	0.0994578651152551	1.40668727452762	0.99800635217689	5.85068594769109	3
"150"	5	0.137423372734338	3.08180415785223	3.76636232947931	2.6874530708883	5
"151"	5	0.315459566487565	3.99160449878514	2.27989454222843	2.09934939234518	5
"152"	7	0.0221218172417424	1.27463442389037	8.55279288983438	5.70936894987244	7
"153"	2	0.406855655444746	6.41929556396616	5.50967556338292	4.37316534249112	2
"154"	2	0.0837794493499525	0.632041076388375	6.361835072143	2.72531952999998	2
"155"	2	0.555666299130688	0.765629560175957	2.34753339700401	3.71337785990909	2
"156"	2	0.0933913756161928	2.32509789806052	6.54061942477711	1.96534782799426	2
"157"	17	0.00908426610565923	0.73211455742877	4.94681782312691	2.91379004134797	17
"158"	10	0.0960501725785434	2.12603644260967	7.36296211930457	3.87900676904246	10
"159"	4	0.422002491702266	0.47019527366161	7.4004286814481	5.89888588292524	4
"160"	2	0.269239429934862	1.0309876998173	2.59098005627748	1.72192376793828	2
"161"	9	0.398995926318136	0.302841284859629	4.65537245434243	2.97273442428559	9
"162"	6	0.171401442578974	4.19036358868267	9.46412626018282	2.95485830213875	6
"163"	2	0.0760263793170452	1.21890997003525	9.38172862888314	2.66740737750661	2
"164"	1	0.0685854408152887	4.91891982362256	6.26066313611809	2.46338728221599	1
"165"	5	0.0364255488850176	3.82831777513934	2.075238503539	3.23747650452424	5
"166"	4	0.120363738773489	0.749940968285523	0.980683605954982	3.46442302817013	4
"167"	2	0.149694683818835	0.200072593027222	9.72913564783521	1.56890513584949	2
"168"	11	0.443014599730201	1.04741798800779	9.10419884063304	5.73810636007693	11
"169"	1	0.145216795793715	0.290280130661153	1.60193826048635	1.64200413972139	1
"170"	2	0.0588024026002577	0.799604702565444	5.07561676199548	3.29486639250536	2
"171"	1	0.0545861698687077	7.65457405102681	9.40520821239334	5.96345146617386	1
"172"	1	0.166504949136617	0.89969386335568	1.65231349980459	2.7744943825528	1
"173"	4	0.436649220381192	1.69523690750923	4.00402509041596	5.37922171107493	4
"174"	5	0.0678864192217589	0.553309564689357	7.54297105709557	2.64420043164864	5
"175"	3	0.475201540787644	2.04137885084734	4.55838290946558	5.93135816091672	3
"176"	2	0.14489958176642	4.7704546471765	3.34950180074666	0.694812450208701	2
"177"	2	0.0313168238848448	3.35855741323954	7.48157520138193	2.94911356153898	2
"178"	6	0.0201518458065435	0.449607870903578	8.29043700820766	2.42923799599521	6
"179"	3	0.578476589884529	1.99931833894607	9.69819443167653	0.693587326444685	3
"180"	1	0.464532484062205	0.939514716559093	4.39564352948219	5.93905520252883	1
"181"	1	0.109747595805675	0.329952299200273	3.22794622725341	4.89620294421911	1
"182"	1	0.100312052853405	0.615283274131906	1.37550013817381	3.66868005425204	1
"183"	6	0.00894102528691292	0.562348691800958	1.73308343654498	1.95706590719055	6
"184"	4	0.137881173659116	0.801379149062601	1.30574054894969	4.3298671777593	4
"185"	6	0.116676093637943	0.854882026823233	0.290226368792355	0.667729101725854	6
"186"	9	0.228208435690942	0.554335606780055	2.0744750959333	1.44025583320763	9
"187"	5	0.264624250671806	1.70834627519593	8.42692516851239	3.49965696746949	5
"188"	5	0.150372301592472	2.84623505539193	4.23691631467082	3.19770869310014	5
"189"	5	0.770174182536912	4.98730939234479	7.06449388368055	3.36730850697495	5
"190"	3	0.0885461161743637	0.770160535427695	1.62313098881859	2.40371052676346	3
"191"	1	0.0574080773629248	1.36515274258949	2.84554368422832	4.70339761616196	1
"192"	2	0.0731611618772149	3.80167297686495	7.82939390442334	4.47995025885757	2
"193"	2	0.0228864129632711	1.69385427601785	5.60429272288457	5.52628757932689	2
"194"	5	0.265311976327541	1.28294992046712	5.31522136451676	1.77016767149325	5
"195"	6	0.0276594373397529	5.63098536028146	2.21491672168486	4.02441167715006	6
"196"	1	0.43985763673944	2.77859599819042	6.74233817679342	2.04739123175386	1
"197"	1	0.695672891619516	0.642689255959584	5.7185212909244	5.19348711008206	1
"198"	1	0.191549663674081	1.23112804288266	7.65547307273373	3.03553650458343	1
"199"	7	0.0873032739385963	3.4387372041581	9.65761917671189	5.62938123894855	7
"200"	3	0.0208170293830335	2.52457001571456	8.56254226048477	4.35103980987333	3
"201"	16	0.156747295699062	0.754394829689339	2.44590133202728	4.82763090380467	16
"202"	14	0.483521796365209	4.0618328936398	1.22278290991671	3.1226131535368	14
"203"	8	0.668839141692886	1.63026607218102	7.1753071539104	5.81105397897772	8
"204"	3	0.269207197233083	4.86933706119186	8.91090944614261	1.74547927430831	3
"205"	8	0.0430620119906962	2.4594611981479	6.11946024412755	2.83212684222963	8
"206"	7	0.132029457017779	2.30749688118516	8.13690940979868	1.26185383170377	7
"207"	3	0.0879439754567115	2.82504425082992	3.56452102859039	5.09423666587099	3
"208"	5	0.228165834334279	1.87769905629189	1.71582701737061	3.5386611809954	5
"209"	1	0.0553304336965084	0.0208980333676732	2.74473905137274	0.887026290060021	1
"210"	9	0.0671723855659366	0.178364110613502	7.0777270620456	3.92415837361477	9
"211"	7	0.213044916457477	0.169875099587492	2.81250728480518	2.6119412786793	7
"212"	12	0.376046795753722	3.89083450844226	6.44968243332114	1.58985708246473	12
"213"	7	0.148551446375853	4.53424154750292	2.42366147998255	3.57935568224639	7
"214"	15	0.00158409317955375	0.3364506632732	1.03731827223673	5.17494340322446	15
"215"	2	0.224879013552311	0.346228379593644	0.283458840916865	3.14769577886909	2
"216"	1	0.613810270390752	5.50758625645836	8.38143431290518	4.72985154087655	1
"217"	4	0.29043825500573	0.523286381212147	2.8874878533883	4.64076619339176	4
"218"	4	1.00267971487423	4.86640699726663	3.27249041206669	3.08825332007837	4
"219"	1	0.00991647627665429	1.32314512948761	3.6592987514101	3.49006295949221	1
"220"	3	0.168289390014491	2.6129531610673	6.11768191398587	3.17009910009801	3
"221"	1	0.0522362504154444	0.708640888243794	6.02011139027309	3.78407090343535	1
"222"	4	0.848392931321516	2.9626299162284	8.72306929286569	2.96648326877039	4
"223"	5	0.075486963567281	1.44465888181354	0.459293418261223	4.57436618418433	5
"224"	6	0.907764897445097	0.366005321118231	7.03567262517754	5.52994453604333	6
"225"	5	0.171050185916244	0.290127841353006	8.24189649373293	3.15392581012566	5
"226"	1	0.271265859148445	4.37893648375967	2.70932211140171	2.60427332133986	1
"227"	2	0.0042188145174087	0.399200524058634	6.9645783651853	2.11927752185147	2
"228"	3	0.0275119875557721	0.0689316106503662	3.87729780513328	2.08041397109628	3
"229"	1	0.517561160375304	1.24639276740986	9.75501668076031	1.20856893039308	1
"230"	1	0.0698739379644394	0.191299953758829	7.66744826845825	1.22084318881389	1
"231"	10	0.308940128965263	0.432939110004567	8.18697025545407	1.30117324693128	10
"232"	9	0.334491152459731	0.546649754820707	7.79273988145869	4.73268357967027	9
"233"	2	0.0213813674485521	4.09157225909733	5.26286260879133	2.69869060663041	2
"234"	1	0.365985052643304	1.88560797802725	4.16693918195087	5.3448972174665	1
"235"	2	0.0685863354741872	3.09761248960745	1.76548100335058	3.19974116922822	2
"236"	4	0.321776173246985	7.37403991646975	1.86057176217437	2.10120655735955	4
"237"	2	0.961907295087233	0.25900101431881	5.50017380986828	3.60941773047671	2
"238"	3	0.00576019734144211	3.10553592234388	7.99667364337947	2.49919201189186	3
"239"	16	0.32620994484048	0.473056072511006	5.76224925313145	0.815478473436087	16
"240"	1	0.235334314583781	1.91818137004857	8.52315099691041	5.13143310975283	1
"241"	1	0.100759426597506	5.67423856840426	8.2889926252421	2.93147455714643	1
"242"	5	0.0626893048958171	1.24815782047872	7.28222112443764	2.75682712369598	5
"243"	10	0.0707444089912124	3.18117700427917	4.39303398716729	2.49275184061844	10
"244"	11	0.336693037505	1.69715942152637	7.89371441989206	0.599589875550009	11
"245"	4	0.105757300165562	4.78159343035633	0.689013001811691	5.29070857795887	4
"246"	9	0.209571795715931	0.652469914967178	4.05432789898478	3.91469604650047	9
"247"	6	0.0497197126969695	2.6937407199633	6.27031203540973	2.90692203852814	6
"248"	9	0.106111716385931	0.944037273754844	4.72069595002104	2.39880602736957	9
"249"	8	0.124648402165622	0.968471939075828	5.87087078727782	2.0786801824579	8
"250"	6	0.162551937243881	1.1585657166355	9.78984449824784	0.749141752487049	6
"251"	1	0.305639177544003	5.0796319034945	1.07157235096674	4.15266913094092	1
"252"	3	0.174225726000719	2.32100031130087	5.72661102169659	1.33964495395776	3
"253"	4	0.11088619697839	2.4748608285557	2.36757866165135	5.13643134292215	4
"254"	1	0.834001124341373	2.72107057517842	3.94825726505369	2.5562193824444	1
"255"	3	0.147526548794451	1.13080232500721	4.5083332685288	5.78240397910122	3
"256"	5	0.103258286434653	0.211981792315541	2.3785228112014	5.30171565362252	5
"257"	6	0.196663349672201	2.29266417373514	8.21927568817046	1.89306190831121	6
"258"	5	0.110188263095915	5.05477221130224	7.55656676953658	3.19900970463641	5
"259"	4	0.0558824945241213	1.54556640320914	7.64059104430489	1.18696996243671	4
"260"	5	0.560416732153186	0.710706016283193	2.8825999614317	2.78494298434816	5
"261"	2	0.436484824210279	3.6765865237593	3.70065993866883	0.540104403742589	2
"262"	3	0.030977644585073	7.86991300506108	5.4272498407634	2.23535148007795	3
"263"	5	0.00627736365422607	4.20273618212498	5.85779045731761	5.95476975955535	5
"264"	1	0.0114679706282914	4.53798322755051	0.847451023780741	5.2005450327415	1
"265"	14	0.0932258507236838	0.287268635020136	3.33321875145193	2.99189385282807	14
"266"	9	0.157690464138033	1.67711495569193	5.05359598398209	2.91035129607189	9
"267"	5	0.308360131940669	3.6914765287965	1.00563275481109	3.71521014731843	5
"268"	2	0.0352335498668253	4.36591663428181	4.06057459530421	5.65982735273428	2
"269"	6	0.105204436438908	1.56664191876407	7.36632473580539	1.00259281275794	6
"270"	3	0.0275157950818539	1.35469058685033	0.258010338712484	4.48624089302029	3
"271"	2	0.00674902619794011	0.0720692628465686	8.83558169493917	4.43725094047841	2
"272"	5	0.121123031433672	0.0115501227650906	5.22171699653845	1.35445955814794	5
"273"	1	0.220055011335856	2.38779429193853	6.32893851618282	3.50311984249856	1
"274"	2	0.465889931817479	3.15546400467372	8.78889401587658	2.5828767651692	2
"275"	3	0.0294667950831354	2.09347336859688	6.25107699339278	1.09274833649397	3
"276"	1	0.0947223659604788	0.382156146841241	8.47433500909247	3.69097227591556	1
"277"	2	0.0111426620744169	1.48683723906198	6.18720412037801	3.50329742534086	2
"278"	1	0.00662180483341217	4.25664821177118	2.78588074047584	2.58616436622106	1
"279"	10	0.327945580316668	2.90487471968212	0.581613641767763	2.25220522703603	10
"280"	4	0.291641996217859	0.393743641143972	3.09578291776124	3.63442568969913	4
"281"	2	0.0314918079413474	2.33710769993674	9.97268838889431	2.46795084304176	2
"282"	1	0.0263091762262272	2.73747184601701	1.50470935737249	5.13545656774659	1
"283"	1	0.0845574338920415	0.203373858614373	8.68157673079986	0.792183662648313	1
"284"	1	0.103746162168682	2.34488019354742	5.0176514379913	2.20104517182335	1
"285"	5	0.775451307594426	3.9023170902638	6.20631947866641	2.91195137798786	5
"286"	7	0.0164717077277601	1.29999755522961	0.774212114722468	5.55780275014695	7
"287"	13	0.0190421553328633	3.22345943451509	4.5907160093775	1.00386082020123	13
"288"	2	0.263523288435283	1.86957921213895	4.85224777599797	2.37840624013916	2
"289"	11	0.0744318188137676	3.66697869652037	1.29965573442169	3.16750347730704	11
"290"	2	0.7504774223593	2.68769249263076	5.22318521344569	2.05469601473305	2
"291"	11	0.0576785239391029	0.201174021633568	4.53745868408587	3.47592617175542	11
"292"	9	0.374874722940807	0.217156157801598	8.55673357392661	5.29673341091257	9
"293"	4	0.140952628470006	0.735140777494512	5.35088159509469	2.24633777083363	4
"294"	2	0.53364495669765	1.25844592918096	7.54702979526482	4.83913674170617	2
"295"	4	0.0342186816968024	0.0174313623524151	8.19545443565585	4.03243382822257	4
"296"	2	0.142286975598526	0.562431934937724	1.40435452908278	2.76136002771091	2
"297"	2	0.0402505667625294	2.31222743390371	4.11627525689546	3.76379608048592	2
"298"	2	0.0674206227064133	0.0093713260202602	9.53749839728698	2.33083133888431	2
"299"	8	0.100414946395904	0.873841019971828	8.69075019827578	2.29925771907438	8
"300"	7	0.242062585233691	3.7215449383865	5.19641244073864	5.0795585331507	7
"301"	1	0.0448820528574288	2.6348041103516	5.24766748903785	0.708612867165357	1
"302"	1	0.0556357101537287	0.0954311281686602	9.58045055086259	3.68214516201988	1
"303"	13	0.259492562144044	0.658056249340161	6.77446920452639	1.90954154613428	13
"304"	1	0.000525149699978676	5.18357850867096	5.33539385262411	3.07524476957042	1
"305"	1	0.0527291419915855	0.375256650866612	2.11211039961781	4.60691028798465	1
"306"	7	0.0676329069303541	4.57760491663481	6.79781862336677	2.13816422387026	7
"307"	14	0.110352565348148	3.33060771613992	5.52513198058587	4.99382708303165	14
"308"	2	0.0334328202080579	0.700715184901503	1.2957396910293	3.9730349740712	2
"309"	18	0.69319379139216	3.75227978994686	9.5332387625007	4.94935764500406	18
"310"	1	0.0638423249125481	1.08225333809975	8.47890034760348	2.7591681041522	1
"311"	11	0.0441234109923244	1.4894683758139	9.3930987306172	3.86372286849655	11
"312"	1	0.295638994110708	3.94523185969279	5.84703456594143	4.65838775387965	1
"313"	2	0.163854349306998	0.742802309782395	1.44454174949788	2.77394526195712	2
"314"	2	0.389047551883345	5.4700862842909	3.96807007961907	4.10289513366297	2
"315"	9	0.0693841760978103	0.242199670409043	0.373595046508126	4.04577535984572	9
"316"	16	0.299123326040934	0.953421970693114	7.99137763320468	5.6073978660861	16
"317"	4	0.0672612207328122	1.23306916736849	8.97356012430973	4.45235384674743	4
"318"	17	0.395603041334038	0.922506238694892	0.742410145211034	3.68462530570105	17
"319"	7	0.178460303499343	3.28074590926072	1.73357630355749	3.45606306823902	7
"320"	7	0.0372597246430814	1.66939419776051	9.19063533158042	4.38878042751458	7
"321"	1	0.00944521958008409	2.46941807108397	9.68999562258832	2.93520461511798	1
"322"	1	0.595250603523026	2.07017022939434	8.94530867449939	5.91269528178964	1
"323"	4	0.0124163619242609	6.16459879051633	8.02049747521523	3.23578777781222	4
"324"	3	0.624152314629326	0.671395195398317	9.39084409966599	1.43592391826678	3
"325"	12	0.154783690712395	0.0831371440634134	1.30670009329915	2.73273193708155	12
"326"	18	0.143351379932847	2.85579810289687	8.56768413835671	3.92538833920844	18
"327"	1	0.0358966976131723	5.11220927362311	0.842154400469735	4.42741825501435	1
"328"	2	0.110296134930104	0.641763629921718	1.6168251916999	5.89645296917297	2
"329"	1	0.0657102752420365	0.708233646531144	4.36992182668764	5.71832190139685	1
"330"	15	0.155601522318068	2.75967508106448	4.09793562195264	1.76549684640486	15
"331"	2	0.232738516334716	0.659745728677922	0.216748677752912	3.96774260839447	2
"332"	1	0.00199432205408812	1.14727533368534	3.82999651040882	2.82625848066527	1
"333"	1	0.127980786189437	1.70510122154033	7.38823846161831	2.13452157110441	1
"334"	1	0.0584516098722816	0.530458278252781	8.93190412917174	5.373887574533	1
"335"	7	0.633353181149731	0.623212268824541	7.72007867810316	5.4697011661483	7
"336"	1	0.0234576173126698	1.40965786896944	5.77760689086281	0.919122038641945	1
"337"	1	0.092036320168514	9.03403104833748	4.45420882571489	5.24165214085951	1
"338"	10	0.0491601393558085	0.947336608629121	7.88359768153168	0.759032922796905	10
"339"	15	0.224062308322876	0.533825632615066	2.18328690975904	2.71033290447667	15
"340"	1	0.128243574686348	4.25700488515466	5.27783239637502	2.59424559632316	1
"341"	5	0.202782123713734	0.872483262634776	0.648870332888328	3.08848589437548	5
"342"	2	0.0202994940906944	2.62966070724247	1.06690800939687	5.7550504024839	2
"343"	3	0.0961738631129265	0.274641057349736	0.338440445857123	3.29033648630138	3
"344"	5	0.0101480232179501	2.48644234436321	0.41000860251952	5.74774125916883	5
"345"	1	0.0107440059982102	1.47461548146026	7.04811422394123	2.36132557643577	1
